OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,ROUTE_DIR,ROUTE_PREFIX,ROUTE_NUMBER,ROUTE_SUFFIX,RAMP_NUMBER,RAMP_SUFFIX,ROAD_TYPE,TOWN_NUMBER,TOWN_NAME,PRI_SEC_STATUS,YEAR,GlobalID,Shape__Length
44128,80-E,11.81,15.41,L,CT,80,,,,M,75,MADISON,PRI,2022,996f66e8-af59-4b5c-945f-4e4529e8f55c,19038.39494
44129,80-W,18.13,18.21,R,CT,80,,,,M,69,KILLINGWORTH,PRI,2022,febca87d-8e2a-460a-ac2a-fca24a88de05,472.227893
44130,82-W-801,0,0.62,L,CT,82,,801,,XR,26,CHESTER,PRI,2022,00ba85aa-2b63-4b80-802d-ebcc4eef1f26,3226.576226
44131,84-E-205,0,0.26,L,I,84,,205,,XR,34,DANBURY,PRI,2022,4c4e85ac-19b6-4213-9abd-7ed873325e28,1447.530102
44132,84-E-254,0,0.21,L,I,84,,254,,ER,146,VERNON,PRI,2022,f66063d1-e8d1-4c28-a2bd-fadeb7ca8949,1217.105138
44133,623-W,0,1.06,L,SR,623,,,,M,94,NEW LONDON,PRI,2022,7434e93b-ea1a-42ed-accd-3a60765f6f48,5611.326635
44134,63-N,17.16,21.36,L,CT,63,,,,M,80,MIDDLEBURY,PRI,2022,dd81f490-108a-4d64-8a01-2470acc75258,22226.86304
44135,66-E-3T,0.07,0.12,L,CT,66,,3,T,2WR,81,MIDDLEFIELD,PRI,2022,058ef151-6712-4e08-9e86-5732678a3ab2,341.3924481
44136,680-E,0.76,0.99,L,SR,680,,,,M,101,NORTH STONINGTON,PRI,2022,09642602-ade9-4f84-b58f-ce4993c57e39,1195.987902
44137,34-E,16.22,20.13,L,CT,34,,,,M,106,ORANGE,PRI,2022,c803714d-01cb-4b29-a128-aeafb2100b6b,20649.09403
44138,344L-S,0,0.2,L,SP,344,L,,,M,31,CORNWALL,PRI,2022,7fd74940-0e93-4618-88f8-c98e74fd6212,1158.558239
44139,349-S-2A,0,0.03,L,CT,349,,2,A,ER,58,GROTON,PRI,2022,1db7ced3-3f95-4341-8633-a58ef43b0478,187.4893488
44140,384-E-23,0,0.26,L,I,384,,23,,ER,76,MANCHESTER,PRI,2022,539048f5-62cb-42c0-9320-8647dc9a8117,1363.25166
44141,384-W-9,0,0.54,L,I,384,,9,,XR,76,MANCHESTER,PRI,2022,6245d307-f889-4f44-b7f2-c3f672339987,2888.236125
44142,39-N,0,4.69,L,CT,39,,,,M,34,DANBURY,PRI,2022,01a49552-0188-44d6-a0b1-32c7e6fbe0ca,24764.21487
44143,395-N-56,0,0.22,L,I,395,,56,,XR,68,KILLINGLY,PRI,2022,014e8052-d91d-41b6-be84-d6a22462253d,1156.245334
44144,395-N-83,0,0.19,L,I,395,,83,,ER,108,PLAINFIELD,PRI,2022,00c7ea85-1d3f-4e2b-bdd3-aff4f2b8dc10,1014.290555
44145,395-N-9,0,0.23,L,I,395,,9,,XR,103,NORWICH,PRI,2022,5dd5c1c6-0fcd-41fa-8ef0-a613dfc31aba,1246.518464
44146,39L-N,0,0.02,L,SP,39,L,,,M,116,REDDING,PRI,2022,bf9e6f21-b862-4999-a3f3-b4c08708d1bc,153.7875284
44147,275-E,0,1.72,L,CT,275,,,,M,32,COVENTRY,PRI,2022,0540bf85-5e36-4df9-bceb-78f0ef767d8f,9064.123184
44148,278N-S,0,0.06,L,SI,278,N,,,M,92,NEW HAVEN,PRI,2022,015735b8-15cc-434f-9116-ac13f788003c,318.1105304
44149,283N-N,0,0.12,L,SI,283,N,,,M,92,NEW HAVEN,PRI,2022,1af85056-7c23-4e14-9efa-2f6b4b66ec4d,655.4717551
44150,291-W-7,0,0.47,L,I,291,,7,,XR,132,SOUTH WINDSOR,PRI,2022,c6cd62e4-7d44-41d0-a098-1564fde57c99,2549.220479
44151,84-E-26,0,0.3,L,I,84,,26,,XR,96,NEWTOWN,PRI,2022,ad0c65b7-7fb7-4cae-8b35-e3e1eacc0a3a,1628.637199
44152,84-E-46,0,0.32,L,I,84,,46,,XR,130,SOUTHBURY,PRI,2022,1f6c4afc-54ed-4fc9-ac72-f280ea585572,1648.689219
44153,84-E-98A,0,0.04,L,I,84,,98,A,XR,51,FARMINGTON,PRI,2022,a554e057-4987-4573-9bc5-34f4b4b964e4,246.6519368
44154,84-W-100,0,0.32,L,I,84,,100,,XR,51,FARMINGTON,PRI,2022,59557bf1-7b8d-4d73-95fa-b10c57ebe4a8,1743.024682
44155,84-W-102,0,0.17,L,I,84,,102,,ER,155,WEST HARTFORD,PRI,2022,f2d30750-6819-43f9-9af5-9c136181ad3a,866.776101
44156,84-W-109,0,0.2,L,I,84,,109,,XR,155,WEST HARTFORD,PRI,2022,b6380b38-4cf4-49ee-8473-f288b6c7129e,1003.886681
44157,84-W-265,0,0.25,L,I,84,,265,,ER,142,TOLLAND,PRI,2022,4270ef37-91ff-4ddb-9a8d-e2c0bdc79f70,1341.327266
44158,84-W-49A,0,0.02,L,I,84,,49,A,ER,80,MIDDLEBURY,PRI,2022,a0abb82a-d517-4df1-82e7-d00fd0138862,123.1569817
44159,84-W-60,0,0.3,L,I,84,,60,,ER,151,WATERBURY,PRI,2022,12b5ad67-958d-4f98-ac51-0b3016ec2953,1644.634869
44160,84-W-99,0,0.38,L,I,84,,99,,ER,51,FARMINGTON,PRI,2022,ade71b74-ebea-45f0-83d3-ace7a691d197,1993.13389
44161,853-E,0,0.3,L,SR,853,,,,M,36,DERBY,PRI,2022,de311ca3-4668-4e48-b4dd-8f4f69df68a5,1611.755034
44162,853-E,0.3,0.39,L,SR,853,,,,M,2,ANSONIA,PRI,2022,02486524-619f-46dc-b640-ee597c12646a,466.1741358
44163,69-N,4.21,9.43,L,CT,69,,,,M,8,BETHANY,PRI,2022,1a748016-fccf-4670-98a7-4c48781b15d0,27600.73071
44164,69-N,9.43,14.01,L,CT,69,,,,M,114,PROSPECT,PRI,2022,0d782119-0318-4503-b075-57261b1d126c,24104.42319
44165,7-N,0,4.62,L,US,7,,,,M,102,NORWALK,PRI,2022,c92ab24d-b7b0-4b41-9f9a-cb803be7e012,24427.61117
44166,7-N,4.62,12.37,L,US,7,,,,M,161,WILTON,PRI,2022,55d66e22-ca64-4acc-9c48-be36e5b94e6e,40931.54264
44167,40-N,0,2.25,L,CT,40,,,,M,100,NORTH HAVEN,PRI,2022,dc33437f-9dee-4c15-b929-61147b2c8a89,11948.12723
44168,44-E,64.79,66.23,L,US,44,,,,M,12,BOLTON,SEC,2022,c4c389fe-91c6-4bce-9e26-0f1be310c085,7466.690143
44169,44-E,66.23,67.93,L,US,44,,,,M,12,BOLTON,PRI,2022,e144e67e-14cd-43ef-b7a8-4ecb525cf3dd,8938.265493
44170,6-W,87.57,88.07,R,US,6,,,,M,30,COLUMBIA,PRI,2022,fd44a0eb-80ff-46a3-a7ba-818ebd56ab6f,2562.029816
44171,6-W,115.84,116.28,R,US,6,,,,M,68,KILLINGLY,PRI,2022,09fe204f-a21c-41e2-92f1-924b1a779889,2210.876558
44172,66-E,0.96,4.24,L,CT,66,,,,M,81,MIDDLEFIELD,PRI,2022,8f4e4688-0bfe-4a9e-a423-abfdc1ef1018,17255.84566
44173,66-W-4,0,0.27,L,CT,66,,4,,XR,81,MIDDLEFIELD,PRI,2022,f141bd0c-55a2-4912-a567-4bed7391f1fa,1421.804204
44174,7-N,32.14,46.46,L,US,7,,,,M,95,NEW MILFORD,PRI,2022,3f3034c1-e652-450e-83f7-3b50efd0cb4c,75451.18198
44175,7-S-1,0,0.56,L,US,7,,1,,XR,102,NORWALK,PRI,2022,52590be9-1a1a-4d6f-b6ff-feaaf005b17a,2941.198209
44176,730-N,1.18,1.3,L,SR,730,,,,M,144,TRUMBULL,PRI,2022,cc96b705-9803-47e1-8e0b-90f703443880,634.2406921
44177,74-E,15.08,19.93,L,CT,74,,,,M,160,WILLINGTON,PRI,2022,0811c92a-aa8a-436a-920f-bb4048167133,25616.67112
44178,9-S-37,0,0.16,L,CT,9,,37,,ER,82,MIDDLETOWN,PRI,2022,004762f8-2fa7-455f-a26d-9f69e65bf4da,854.8164548
44179,91-N-102,0,0.34,L,I,91,,102,,ER,46,EAST WINDSOR,PRI,2022,0999d37d-8f73-4d50-88be-5665d067b3c1,1822.693301
44180,91-N-125,0,0.29,L,I,91,,125,,ER,48,ENFIELD,PRI,2022,9a4f947c-09a5-438e-a2ce-f34c4a42ece6,1601.263693
44181,91-N-144,0,0.5,L,I,91,,144,,XR,79,MERIDEN,PRI,2022,bdfd7b09-6170-42ee-b539-dc1518c1560a,2693.590873
44182,91-N-19,0,0.16,L,I,91,,19,,ER,92,NEW HAVEN,PRI,2022,cc201599-d70e-433f-9728-a22953347456,832.5302112
44183,91-N-19A,0,0.01,L,I,91,,19,A,ER,92,NEW HAVEN,PRI,2022,d7d1c7c2-cb40-491c-9286-42c203fa1c16,103.6956193
44184,91-N-203,0,0.22,L,I,91,,203,,ER,164,WINDSOR,PRI,2022,d5759f6c-cbc6-46bd-be72-96b8b9635b06,1127.585988
44185,91-N-851,0,0.3,L,I,91,,851,,TR,48,ENFIELD,PRI,2022,cf7ec5d3-430d-411e-9475-545d9e03cad4,1549.428585
44186,91-S,35.54,41.24,R,I,91,,,,M,63,HARTFORD,PRI,2022,546084be-7b81-435a-87ef-864c5036cb3a,29781.53102
44187,91-S,41.24,41.39,R,I,91,,,,M,164,WINDSOR,PRI,2022,5297ba33-6954-4f08-bcd7-4f17aefccef6,847.6311925
44188,91-S-133,0,0.19,L,I,91,,133,,XR,92,NEW HAVEN,PRI,2022,d9e3be97-8d4a-4a20-82d9-3650718d08dd,1021.776182
44189,91-S-15,0,0.14,L,I,91,,15,,XR,92,NEW HAVEN,PRI,2022,bfa32f94-9b0f-4d2d-8338-95468226058b,980.4301465
44190,91-S-173,0,0.38,L,I,91,,173,,XR,164,WINDSOR,PRI,2022,6fa97e15-3f1f-4cdb-81ba-6a7111688ee0,2028.319964
44191,7-N,21.6,25.25,L,US,7,,,,M,34,DANBURY,SEC,2022,1b864de6-cabb-42d1-bb06-8efab51305bd,19299.35573
44192,7-S,32.14,34.45,R,US,7,,,,M,95,NEW MILFORD,PRI,2022,524fcf11-6232-46a1-b7c3-d810a5223a99,12263.01263
44193,503-W,0,0.57,R,SR,503,,,,M,63,HARTFORD,PRI,2022,c61acd50-d5be-462f-9ed3-43757976b74a,2806.962565
44194,529-E,0,0.87,L,SR,529,,,,M,155,WEST HARTFORD,PRI,2022,775f59ca-314b-4074-b90e-e045f2a7d26e,4478.260368
44195,53-S,22.8,23.08,R,CT,53,,,,M,34,DANBURY,PRI,2022,c86798b9-4ca1-47ae-902e-9bb453d86f56,1537.583598
44196,536-E,0,1.53,L,SR,536,,,,M,109,PLAINVILLE,PRI,2022,9c9cb7dc-b2fc-4112-bd4f-19db27106da0,8152.49054
44197,598-W-6,0,0.09,L,SR,598,,6,,XR,63,HARTFORD,PRI,2022,db0ce2a0-8133-4a3a-8c7b-070f15843fef,455.6346674
44198,87L-E,0,0.03,L,SP,87,L,,,M,116,REDDING,PRI,2022,3027c663-c9b4-4979-9e27-9163e0065a95,146.7593963
44199,9-N-50A,0,0.02,L,CT,9,,50,A,XR,7,BERLIN,PRI,2022,6eebde7d-ce32-4d1d-8266-8f0982754c56,110.1542881
44200,9-S,30.71,34.48,R,CT,9,,,,M,7,BERLIN,PRI,2022,bbf7ce72-6ee8-4288-a347-700c3b3866e1,20129.18271
44201,9-S-1,0,0.13,L,CT,9,,1,,ER,105,OLD SAYBROOK,PRI,2022,08b32431-ac85-482b-a17d-1e1c1e35a081,689.7899739
44202,9-S-56,0,0.33,L,CT,9,,56,,XR,7,BERLIN,PRI,2022,c695c441-9293-49f4-b84e-9539c04971f3,1799.956941
44203,9-S-68,0,0.16,L,CT,9,,68,,ER,88,NEW BRITAIN,PRI,2022,97ba72e4-0ffc-4754-ac95-65b4580d56d7,883.4445262
44204,9-S-68,0.16,0.21,L,CT,9,,68,,ER,93,NEWINGTON,PRI,2022,ddac719c-d506-415c-b8c4-45d8361fb21b,216.1418078
44205,91-N-121,0,0.17,L,I,91,,121,,XR,48,ENFIELD,PRI,2022,6d61fd43-953d-4f29-a51c-3352b90b0885,885.3883478
44206,91-N-24,0,0.23,L,I,91,,24,,XR,100,NORTH HAVEN,PRI,2022,9f089740-676f-4101-bcdb-d398a5b9922e,1218.890284
44207,91-N-57,0,0.13,L,I,91,,57,,ER,159,WETHERSFIELD,PRI,2022,d57dcd2a-03ae-4de4-9c87-7fa9f1f67030,707.1712028
44208,91-S-197A,0,0.06,L,I,91,,197,A,ER,164,WINDSOR,PRI,2022,d6aa0d74-1733-4714-9e74-aa17072d9e85,267.3985816
44209,91-S-25,0,0.24,L,I,91,,25,,ER,100,NORTH HAVEN,PRI,2022,097b47e2-b0a1-4c11-9837-3e86da3e0d8b,1208.820501
44210,91-S-35,0,0.19,L,I,91,,35,,ER,148,WALLINGFORD,PRI,2022,ef63df73-b3c1-404b-9721-f26cdd8d174d,1021.943929
44211,91-S-41,0,0.36,L,I,91,,41,,ER,33,CROMWELL,PRI,2022,9a1edb3a-dfcf-479d-8014-dda63df3fc92,1919.240187
44212,91-S-804,0,0.29,L,I,91,,804,,TR,100,NORTH HAVEN,PRI,2022,cebfaa08-a70c-4c1b-a85e-0368bae90c0f,1590.787893
44213,95-N,9.63,13.32,L,I,95,,,,M,35,DARIEN,PRI,2022,e46c71d7-5d38-4ef3-be38-ad64f794742e,19453.13329
44214,72-S,6.51,7.62,R,CT,72,,,,M,17,BRISTOL,PRI,2022,8d7875be-a88b-4886-9e58-8de8129da2e2,5971.663657
44215,72L-E,0,0.16,L,SP,72,L,,,M,69,KILLINGWORTH,PRI,2022,cc0f5c39-ec77-456c-b6f6-3ded444d3c9c,863.5486282
44216,753-S,0,0.17,L,SR,753,,,,M,61,HAMDEN,PRI,2022,2e0874ea-5f87-4b75-9479-629bf939ec49,930.2212256
44217,8-N-1,0,0.26,L,CT,8,,1,,ER,15,BRIDGEPORT,PRI,2022,f0879c9d-9031-4153-a63c-111cead19267,1243.631699
44218,8-N-125A,0,0.01,L,CT,8,,125,A,XR,15,BRIDGEPORT,PRI,2022,0d4b9752-c24d-4eba-9609-30c12cc1336d,114.6256438
44219,8-N-146,0,0.23,L,CT,8,,146,,ER,87,NAUGATUCK,PRI,2022,8eed1a91-9228-404d-ba4c-f75a7af7d92b,1244.657499
44220,8-N-151,0,0.15,L,CT,8,,151,,ER,36,DERBY,PRI,2022,3c7f7527-e070-4e47-b0c0-b5be5f3b0551,763.888356
44221,8-N-73,0.07,0.2,L,CT,8,,73,,ER,151,WATERBURY,PRI,2022,35a39463-e2b2-49ba-a734-ef14ed372c21,704.3399209
44222,6-E,75.51,79.23,L,US,6,,,,M,12,BOLTON,PRI,2022,75e6d0bb-1a1b-442b-adcc-688fd34bed51,19489.56657
44223,6-E-14,0,0.28,L,US,6,,14,,ER,163,WINDHAM,PRI,2022,4459e4b6-462a-423d-821d-a09ceefbe08c,1457.373592
44224,6-W,8.52,8.76,R,US,6,,,,M,34,DANBURY,PRI,2022,02f2330a-d685-4f48-89c3-ac7a93e68e87,1052.453011
44225,305-E,1,3.42,L,CT,305,,,,M,164,WINDSOR,PRI,2022,a7a286bc-2752-4449-b10e-e5c7778da3d7,12771.46733
44226,32-N,46.99,47.09,L,CT,32,,,,M,142,TOLLAND,PRI,2022,9ef0c5e2-b3b2-4f2f-a886-bd0528aa2c8e,527.2206186
44227,320-N,0,0.54,L,CT,320,,,,M,77,MANSFIELD,PRI,2022,d8ffb4dc-42b9-492e-abf2-3b79c0805beb,2856.687183
44228,351N-W,0,0.58,L,SI,351,N,,,M,163,WINDHAM,PRI,2022,8cac6278-ba60-4ee9-989b-f3baad931bd3,3093.851012
44229,365N-S,0,0.16,L,SI,365,N,,,M,130,SOUTHBURY,PRI,2022,59ec7d53-3df3-418e-8545-2ab4a8986b7b,910.4823458
44230,367N-N,0,0.29,L,SI,367,N,,,M,130,SOUTHBURY,PRI,2022,e56c3ce7-fad4-4dee-a66f-a9410119fae8,1462.449991
44231,95-N-17,0,0.38,L,I,95,,17,,ER,56,GREENWICH,PRI,2022,6ac12607-5e90-4697-bb7e-c67989717492,2012.011737
44232,95-N-208,0,0.2,L,I,95,,208,,XR,154,WESTBROOK,PRI,2022,2de73b8e-3fe9-4616-89d3-f5d64f280417,1051.099117
44233,95-N-214,0,0.14,L,I,95,,214,,ER,154,WESTBROOK,PRI,2022,f22d992d-cb7e-4828-878e-1554e7a5a93a,716.4057688
44234,95-N-222A,0,0.04,L,I,95,,222,A,XR,105,OLD SAYBROOK,PRI,2022,cfb19d2d-6cf8-474b-a076-35e4fd671a38,283.1147226
44235,95-N-281,0,0.18,L,I,95,,281,,XR,137,STONINGTON,PRI,2022,9a1d835d-fa2c-4cc8-a8f2-de6aa501bc51,966.1713505
44236,95-N-286,0,0.17,L,I,95,,286,,XR,101,NORTH STONINGTON,PRI,2022,dcb815e0-6c7b-4cc5-9d93-31e0e52b9b7a,910.715423
44237,95-N-290,0,0.12,L,I,95,,290,,ER,137,STONINGTON,PRI,2022,9d1fd6f7-5cf4-4141-becd-e6ef412c471b,617.7368881
44238,95-S-131,0,0.2,L,I,95,,131,,XR,83,MILFORD,PRI,2022,6dbf8128-7710-4796-aa24-e8219a3dd2d2,1118.339198
44239,95-S-184,0,0.31,L,I,95,,184,,ER,59,GUILFORD,PRI,2022,1777ff5b-327a-463f-9f5e-7c3ad54de375,1636.677801
44240,95-S-227,0,0.13,L,I,95,,227,,XR,104,OLD LYME,PRI,2022,27005d1a-6189-4737-acdf-040eb207533f,739.3218801
44241,95-S-241,0,0.11,L,I,95,,241,,ER,44,EAST LYME,PRI,2022,d6f48d09-f93b-4b2c-a0f4-87d6be992e6c,586.2939692
44242,95-S-304A,0,0.02,L,I,95,,304,A,ER,104,OLD LYME,PRI,2022,1bdb61f4-bb93-4e7f-b787-a59b66fa3e1f,148.313451
44243,1-N,17.99,22.77,L,US,1,,,,M,158,WESTPORT,PRI,2022,29f6e1ec-cf3a-4f2a-9740-f32f1758ce3d,25324.4114
44244,1-S,53.96,54.09,R,US,1,,,,M,14,BRANFORD,PRI,2022,adc526af-cbe2-4282-b215-f8f0842dae51,754.3246848
44245,1-S,106.42,106.52,R,US,1,,,,M,58,GROTON,PRI,2022,7d87ebf8-0c32-4de6-962b-21a10c6faacc,511.8345837
44246,8-S,37.65,41.94,R,CT,8,,,,M,140,THOMASTON,PRI,2022,664e5b51-4756-4562-ab78-2dac922005a8,21778.82153
44247,8-S-64T,0,0.05,L,CT,8,,64,T,2WR,87,NAUGATUCK,PRI,2022,217de725-d5ef-42e6-98ca-b6f9f977146f,235.1246983
44248,8-S-70,0,0.13,L,CT,8,,70,,ER,87,NAUGATUCK,PRI,2022,358ea1e1-51b7-4e99-bdf9-81e1a55c3e06,729.6910944
44249,81-S,5.99,6,R,CT,81,,,,M,69,KILLINGWORTH,SEC,2022,4b7f4e8f-ae3e-45b4-bf38-c405efbaeb5b,24.8957933
44250,84-E,51.86,55.99,L,I,84,,,,M,51,FARMINGTON,PRI,2022,88dd68e7-b963-43e2-a890-432a39edbf78,21740.04795
44251,63M-E,0.13,1.91,L,SF,63,M,,,M,134,STAFFORD,PRI,2022,1476bcaf-8d81-4e51-adc8-dc2948b7e242,9368.249147
44252,67-W,0.41,0.5,R,CT,67,,,,M,95,NEW MILFORD,SEC,2022,f2a81e92-5afc-4a6d-b858-e9ad923672a0,454.0409687
44253,69-N,24.34,27.82,L,CT,69,,,,M,17,BRISTOL,PRI,2022,ef81a9e6-8be3-4506-a5c4-2e5af58b560b,18413.48397
44254,691-E-2A,0,0.02,L,I,691,,2,A,ER,79,MERIDEN,PRI,2022,095eb289-94fd-4ae8-881b-e3a09801c044,106.020776
44255,75M-N,0,3.09,L,SF,75,M,,,M,147,VOLUNTOWN,PRI,2022,c1f563f4-db09-4dfb-82ed-3e30a3a87ab9,16281.18058
44256,78-E-1,0,0.22,L,CT,78,,1,,ER,137,STONINGTON,PRI,2022,b2eb92af-f994-4f8b-9f29-10529ca57d84,1106.804707
44257,78L-N,0,0.09,R,SP,78,L,,,M,75,MADISON,PRI,2022,a8aab5fe-7197-4c9b-8fed-fa65fd014d27,477.8370687
44258,8-N,12.48,14.33,L,CT,8,,,,M,36,DERBY,PRI,2022,f55ce0e8-8cc9-4e5e-b9fe-eb60e0e88167,9801.116135
44259,8-N-40,0,0.15,L,CT,8,,40,,ER,2,ANSONIA,PRI,2022,df96e651-d4a1-4592-a99a-91400e9a820b,784.8428865
44260,8-N-58,0,0.12,L,CT,8,,58,,XR,87,NAUGATUCK,PRI,2022,57ec5ba4-530f-4369-bae1-a70efbaeabde,707.6386547
44261,108N-N,0,0.19,L,SI,108,N,,,M,79,MERIDEN,PRI,2022,db68f5dd-4b39-43ab-9252-bf4faacf71e2,1000.919583
44262,109-E,3.52,6.1,L,CT,109,,,,M,150,WASHINGTON,PRI,2022,e5f30491-b464-420c-923e-ad3cbced6f0f,13575.01187
44263,120-N,0,3.11,L,CT,120,,,,M,131,SOUTHINGTON,PRI,2022,d58d12ed-de70-4d7d-b2d9-e6f871d0e309,16493.65749
44264,84-E-295,0.09,0.55,L,I,84,,295,,XR,131,SOUTHINGTON,PRI,2022,0a56f132-1a1a-4cc6-a1b6-91a6536547c3,2345.274594
44265,84-W-242A,0,0.23,L,I,84,,242,A,XR,34,DANBURY,PRI,2022,2935fc69-1bc7-4644-8b9b-fba4bae7a708,1159.065766
44266,84-W-304,0,0.66,L,I,84,,304,,ER,76,MANCHESTER,PRI,2022,5fef5eaf-7be4-4adf-b656-63f3c34ee27a,3305.248418
44267,84-W-305,0,0.28,L,I,84,,305,,XR,76,MANCHESTER,PRI,2022,cf035546-6005-4ee0-887e-7938212785fd,1389.189322
44268,84-W-39,0,0.29,L,I,84,,39,,XR,130,SOUTHBURY,PRI,2022,8d99f553-6f6d-4584-be1b-79e71104ed4f,1462.787781
44269,84-W-824,0,0.44,L,I,84,,824,,TR,63,HARTFORD,PRI,2022,2ab9b465-6d85-4f99-8393-fd663a2c0ebc,2240.519538
44270,84-W-91,0,0.17,L,I,84,,91,,ER,131,SOUTHINGTON,PRI,2022,d64e4914-8199-4a30-abb7-de2777cbf5c1,1020.564624
44271,88L-S,0,0.02,L,SP,88,L,,,M,118,ROCKY HILL,PRI,2022,4c7c80e5-2000-4132-8204-8a7260fa7ca4,114.121245
44272,691-E-3,0,0.22,L,I,691,,3,,XR,79,MERIDEN,PRI,2022,6a9308f1-c19d-44d5-961b-5a6fc3ca1716,1195.678345
44273,691-W-11,0,0.26,L,I,691,,11,,ER,79,MERIDEN,PRI,2022,2c45a3e4-efa8-44f3-984c-22354e19f0db,1355.674549
44274,7-N,46.46,56.46,L,US,7,,,,M,67,KENT,PRI,2022,94513232-9622-4a52-8a5d-e55f917fec5a,52700.27331
44275,7-N-11,0,0.39,L,US,7,,11,,ER,102,NORWALK,PRI,2022,b0d76c19-2cc5-4f9c-8075-0921012ca815,2066.943744
44276,7-N-44,0,0.25,L,US,7,,44,,XR,34,DANBURY,PRI,2022,1844489f-cefc-4082-b6d3-456c8c45ad6b,1452.305307
44277,70L-N,0,1.26,L,SP,70,L,,,M,69,KILLINGWORTH,PRI,2022,6991cbe9-5863-4120-8881-5866f3f97389,6552.792058
44278,71-N,17.69,17.73,L,CT,71,,,,M,93,NEWINGTON,PRI,2022,2343d093-ff24-40af-898c-9b7b84d015c1,211.6654453
44279,712-E,0.18,0.24,L,SR,712,,,,M,36,DERBY,PRI,2022,9136e767-1ca1-4289-8500-02e70bb88a61,342.2119207
44280,714-N,0,0.32,L,SR,714,,,,M,126,SHELTON,SEC,2022,8ca393d3-941d-43f1-aa84-911743bdc996,1691.156246
44281,728-N,0,0.88,L,SR,728,,,,M,124,SEYMOUR,PRI,2022,c019e653-8b3e-46d9-a712-32c26ad43992,4614.910842
44282,91-N-847,0,0.27,L,I,91,,847,,TR,48,ENFIELD,PRI,2022,029c30e2-b290-4381-841d-fdd60aa15b3a,1490.666237
44283,91-S-33,0,0.17,L,I,91,,33,,XR,148,WALLINGFORD,PRI,2022,e1d56a5b-ba94-4805-a24f-b6019b23b8ed,875.5422332
44284,95-N,83.58,88.61,L,I,95,,,,M,44,EAST LYME,PRI,2022,742ef0db-1221-4249-9daf-40113b3c276a,26562.29412
44285,95-N,107.77,111.57,L,I,95,,,,M,101,NORTH STONINGTON,PRI,2022,3b3b4199-7ae6-4ffd-a430-9a1f2909bcdd,20012.53121
44286,95-N-128,0,0.17,L,I,95,,128,,XR,83,MILFORD,PRI,2022,b8a4f203-30b1-4109-8507-a55f4a75144d,941.0238924
44287,95-N-182,0,0.38,L,I,95,,182,,XR,59,GUILFORD,PRI,2022,005304df-9b3f-4d23-9b52-e41f9d71cf12,1980.964476
44288,95-N-198,0,0.29,L,I,95,,198,,ER,75,MADISON,PRI,2022,c6b4ccb1-a89a-4465-a3d5-583c02b8f883,1482.480925
44289,95-N-202,0,0.15,L,I,95,,202,,ER,75,MADISON,PRI,2022,28553c48-5a4a-48de-ab6d-7a9de34cb318,802.8145556
44290,95-N-230,0.2,0.24,L,I,95,,230,,XR,104,OLD LYME,PRI,2022,9221af5d-10b8-432c-aa1b-de5f8087e8e4,220.7940613
44291,95-N-312A,0,0.01,L,I,95,,312,A,ER,94,NEW LONDON,PRI,2022,1d2dcab6-764f-4503-807d-0096f36f9163,115.696421
44292,95-N-357,0,0.19,L,I,95,,357,,XR,15,BRIDGEPORT,PRI,2022,731bea52-5fb7-41d4-923c-a2ba1cabd2bd,1035.35734
44293,121-N,1.88,5.66,L,CT,121,,,,M,106,ORANGE,PRI,2022,dee1f6da-86cc-416a-af30-40bf29c4373a,19992.80388
44294,124-N,0,2.71,L,CT,124,,,,M,35,DARIEN,PRI,2022,3e95ee59-d06b-43c0-90f9-3129b92530ea,14331.21256
44295,9-S,34.48,37.4,R,CT,9,,,,M,88,NEW BRITAIN,PRI,2022,d7c0d0d4-aff7-4b1b-a76e-33fed1f2a5d5,15766.01484
44296,9-S-57,0,0.39,L,CT,9,,57,,ER,88,NEW BRITAIN,PRI,2022,8f87b88a-f7ad-41fe-b482-6c1aa0dd47b9,2118.045778
44297,91-N,0,3.74,L,I,91,,,,M,92,NEW HAVEN,PRI,2022,f377ffaf-a6a4-4840-ba9f-85ab8c8b7540,19623.50877
44298,91-N,51.66,58.17,L,I,91,,,,M,48,ENFIELD,PRI,2022,b17bae67-f769-4429-a41b-654aed0290ee,34415.62058
44299,91-N-124A,0,0.04,L,I,91,,124,A,XR,48,ENFIELD,PRI,2022,229a7d80-fe98-44d6-bd34-ed6a402731e6,207.2299549
44300,91-N-131,0,0.33,L,I,91,,131,,ER,82,MIDDLETOWN,PRI,2022,ee1954da-ab76-485a-8915-e0a7d0fe115d,1729.737703
44301,91-N-822,0,0.45,L,I,91,,822,,TR,159,WETHERSFIELD,PRI,2022,81c33bea-e297-4379-8e7d-94de31b07ab4,2350.280895
44302,91-S-18,0,0.29,L,I,91,,18,,XR,92,NEW HAVEN,PRI,2022,41cc6965-899d-4056-91da-64e64599d537,1550.765741
44303,94-E,0,8.53,L,CT,94,,,,M,53,GLASTONBURY,PRI,2022,6e59cdb3-1cb1-4515-8d69-018cb1c838c6,45111.08743
44304,94M-N,0,0.02,L,SF,94,M,,,M,64,HARTLAND,PRI,2022,142db7ba-6d26-4791-b193-bcb289f82794,124.3709263
44305,95-N-101A,0,0.02,L,I,95,,101,A,XR,138,STRATFORD,PRI,2022,a4a8f994-7218-4a20-bd3f-171fdc9abd64,122.9601864
